,Z,OBJID,RUN,RERUN,CAMCOL,FIELD,RA,DEC,LOGMASS,AGE,SSFR,T_AGE,METALLICITY,DUST1,DUST2,TAU,MAGU,MAGG,MAGR,MAGI,MAGZ
275681,0.056778263,1237661871337439364,3818,301,1,285,208.3693154230331,41.26715579809745,10.29093281047583,2.000880479812622,-1.5849990844726562,2.495047807693481,0.0076999999582767,1.0510510206222534,0.3499999940395355,0.5137184792550692,18.063011169433597,16.696334838867188,16.051055908203125,15.728988647460938,15.5750093460083
