#id redshift sdss.up sdss.up_err sdss.gp sdss.gp_err sdss.rp sdss.rp_err sdss.ip sdss.ip_err sdss.zp sdss.zp_err
0 0.056778263 0.074307007875009 0.13245588897276617 0.10284071649421539 0.07021805611737297 -0.00918332289262077 0.08371317556608139 -0.014614951223274275 0.1389003585009549 0.08576592230652172 0.4780321216434236
1 0.056778263 -0.0005726311546412725 0.14621303550065684 0.07280016956139969 0.07051858734322995 0.13496575926756643 0.08693681642997717 0.020295658694929872 0.13852971582314133 -0.4896526615887619 0.49780502760464523
2 0.056778263 -0.06063291249274024 0.12498332790185641 0.1168706347159491 0.06929917613511884 -0.08133404538982018 0.08207007737148794 -0.07970917294651611 0.13852602488190696 0.01037182041020969 0.49221904249251025
3 0.056778263 0.07219445373914256 0.1428803986159961 0.08230254294987933 0.07111577968553905 0.06293969726314713 0.08535974728912361 0.0003969794513999099 0.14024886086501376 -0.35068434247879954 0.5060121231083861
4 0.056778263 0.13155227048341156 0.12864780731722025 0.07809553816752574 0.06897201152447002 0.04493318176668511 0.08495928235354237 0.2466408590208923 0.14105306929584682 -0.18277076113209761 0.49777985809346437
5 0.056778263 0.044124177421891286 0.13047858208512608 0.13787560823689943 0.06741090631248253 0.29741223143199336 0.09046051166799603 0.27439463899450595 0.14189802148804323 0.1746377812121742 0.4865543055491816
6 0.056778263 -0.023958189359460678 0.14623400393816574 0.13151670595806045 0.0658353959332359 -0.06327212523837501 0.08247660676783647 0.0036117903797331184 0.1401956053689592 -0.03744964249133308 0.4922670214812151
7 0.056778263 0.12628131061769735 0.1462236285892879 0.19162704038487785 0.06930147665345443 0.13496575927234863 0.08694582716540357 -0.036436052747239815 0.14231962313802887 0.06774211531853623 0.4978205807402582
8 0.056778263 0.06652088199735008 0.13777301999558336 0.16155691000611708 0.06806027223387175 0.08089080813033139 0.08573852615140369 0.32771762203887195 0.14238358990779565 -0.2313380428493279 0.4603749704485669
9 0.056778263 -0.026286163321339664 0.13948837252758964 0.16602107275916442 0.0689913993544222 0.17108959962857173 0.08775998876088263 0.060509819858553866 0.13939202757429023 0.5287021500196343 0.4894097544102428
